PdfType: central
Format: lhagrid1
---
1.0000000e-09 1.2805087e-09 1.6397027e-09 2.0996536e-09 2.6886248e-09 3.4428076e-09 4.4085452e-09 5.6451808e-09 7.2287034e-09 9.2564179e-09 1.1852924e-08 1.5177773e-08 1.9435271e-08 2.4887035e-08 3.1868066e-08 4.0807337e-08 5.2254152e-08 6.6911899e-08 8.5681272e-08 1.0971562e-07 1.4049181e-07 1.7990099e-07 2.3036479e-07 2.9498413e-07 3.7772976e-07 4.8368627e-07 6.1936450e-07 7.9310166e-07 1.0155736e-06 1.3004509e-06 1.6652388e-06 2.1323528e-06 2.7304964e-06 3.4964246e-06 4.4772022e-06 5.7330966e-06 7.3412804e-06 9.4005738e-06 1.2037517e-05 1.5414146e-05 1.9737949e-05 2.5274616e-05 3.2364367e-05 4.1442855e-05 5.3067938e-05 6.7953959e-05 8.7015639e-05 1.1142429e-04 1.4267978e-04 1.8270270e-04 2.3395241e-04 2.9957810e-04 3.8361238e-04 4.9121901e-04 6.2901024e-04 8.0545312e-04 1.0313898e-03 1.3207036e-03 1.6911725e-03 2.1655612e-03 2.7730201e-03 3.5508765e-03 4.5469285e-03 5.8223817e-03 7.4556107e-03 9.5469747e-03 1.2224985e-02 1.5654200e-02 2.0045340e-02 2.5668233e-02 3.2868397e-02 4.2088270e-02 5.3894398e-02 6.9012248e-02 8.8370787e-02 1.0000000e-01 1.1216216e-01 1.2432432e-01 1.3648649e-01 1.4864865e-01 1.6081081e-01 1.7297297e-01 1.8513514e-01 1.9729730e-01 2.0945946e-01 2.2162162e-01 2.3378378e-01 2.4594595e-01 2.5810811e-01 2.7027027e-01 2.8243243e-01 2.9459459e-01 3.0675676e-01 3.1891892e-01 3.3108108e-01 3.4324324e-01 3.5540541e-01 3.6756757e-01 3.7972973e-01 3.9189189e-01 4.0405405e-01 4.1621622e-01 4.2837838e-01 4.4054054e-01 4.5270270e-01 4.6486486e-01 4.7702703e-01 4.8918919e-01 5.0135135e-01 5.1351351e-01 5.2567568e-01 5.3783784e-01 5.5000000e-01 5.6216216e-01 5.7432432e-01 5.8648649e-01 5.9864865e-01 6.1081081e-01 6.2297297e-01 6.3513514e-01 6.4729730e-01 6.5945946e-01 6.7162162e-01 6.8378378e-01 6.9594595e-01 7.0810811e-01 7.2027027e-01 7.3243243e-01 7.4459459e-01 7.5675676e-01 7.6891892e-01 7.8108108e-01 7.9324324e-01 8.0540541e-01 8.1756757e-01 8.2972973e-01 8.4189189e-01 8.5405405e-01 8.6621622e-01 8.7837838e-01 8.9054054e-01 9.0270270e-01 9.1486486e-01 9.2702703e-01 9.3918919e-01 9.5135135e-01 9.6351351e-01 9.7567568e-01 9.8783784e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502945e+00 2.8142025e+00 3.1184123e+00 3.4705775e+00 3.8800752e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
 -3.2569408E-09  1.3548945E-01  2.9251936E+00  1.6841097E+00  2.8164088E+00  3.9419742E+01  2.8167127E+00  1.6844256E+00  2.9248507E+00  1.3548942E-01 -3.2561082E-09
  1.6692428E-09  7.4267742E-01  3.5187285E+00  2.2898150E+00  3.4087108E+00  4.1811495E+01  3.4090195E+00  2.2901359E+00  3.5183820E+00  7.4267772E-01  1.6686170E-09
 -1.6769254E-08  1.4139771E+00  4.1766275E+00  2.9596481E+00  4.0654170E+00  4.4593463E+01  4.0657304E+00  2.9599741E+00  4.1762773E+00  1.4139778E+00 -1.6768298E-08
 -3.4965927E-09  2.1546153E+00  4.9041036E+00  3.6988334E+00  4.7917389E+00  4.7967364E+01  4.7920572E+00  3.6991646E+00  4.9037502E+00  2.1546162E+00 -3.4970192E-09
 -5.3088570E-08  2.9704985E+00  5.7070510E+00  4.5132751E+00  5.5935692E+00  5.2183909E+01  5.5938921E+00  4.5136114E+00  5.7066939E+00  2.9704998E+00 -5.3087167E-08
  5.8174258E-08  3.8684827E+00  6.5923135E+00  5.4098270E+00  6.4777504E+00  5.7550448E+01  6.4780781E+00  5.4101682E+00  6.5919530E+00  3.8684842E+00  5.8174023E-08
  3.5604695E-08  4.8564631E+00  7.5677747E+00  6.3963827E+00  7.4521651E+00  6.4434042E+01  7.4524971E+00  6.3967288E+00  7.5674103E+00  4.8564648E+00  3.5602988E-08
  6.3575565E-09  5.9431024E+00  8.6420868E+00  7.4816029E+00  8.5254640E+00  7.3266756E+01  8.5258007E+00  7.4819540E+00  8.6417194E+00  5.9431045E+00  6.3581019E-09
 -6.3560640E-10  7.1399359E+00  9.8267751E+00  8.6770208E+00  9.7091713E+00  8.4561584E+01  9.7095124E+00  8.6773768E+00  9.8264041E+00  7.1399381E+00 -6.3596214E-10
  1.1094629E-07  8.4568469E+00  1.1131713E+01  9.9925187E+00  1.1013159E+01  9.8895349E+01  1.1013505E+01  9.9928801E+00  1.1131339E+01  8.4568497E+00  1.1094193E-07
 -1.2580552E-07  9.9107541E+00  1.2573811E+01  1.1445014E+01  1.2454337E+01  1.1694514E+02  1.2454687E+01  1.1445380E+01  1.2573433E+01  9.9107567E+00 -1.2580555E-07
 -1.3891996E-07  1.1512334E+01  1.4163736E+01  1.3045182E+01  1.4043372E+01  1.3948465E+02  1.4043726E+01  1.3045552E+01  1.4163355E+01  1.1512337E+01 -1.3891718E-07
 -7.4694244E-09  1.3085402E-01  2.8052542E+00  1.6790510E+00  2.6794324E+00  3.7181661E+01  2.6797628E+00  1.6793946E+00  2.8048846E+00  1.3085402E-01 -7.4702312E-09
  1.4186084E-08  7.0716520E-01  3.3686498E+00  2.2535280E+00  3.2419764E+00  3.9483026E+01  3.2423117E+00  2.2538770E+00  3.3682764E+00  7.0716559E-01  1.4185729E-08
